,title,company name,link,date listed,salary,job description,Partially visually impaired,Hearing Impaired,LV,HI,MPD,PD,CP
375,Process Technician,ExxonMobil,sg.indeed.com/rc/clk?jk=0d59e379880c042e&fccid=1ddb91d85c72e885&vjs=3,Posted30+ days ago,,Perform structured rounds (field/DCS console) and take corrective action to maintain equipment and plant operations within safe operating limits.,,,0,0,1,0,0
376,Service Engineer,Biomed Global,sg.indeed.com/rc/clk?jk=84bfb58c08e5184b&fccid=e9d6350c54e0acf0&vjs=3,Posted8 days ago,,"The main aim is to provide operational efficiency with the goal of attaining excellent customer service.
To ensure that all customers are provided with high…",,,1,1,1,1,0
377,Civil Engineer,ADROITZ PTE LTD,sg.indeed.com/rc/clk?jk=b61b8aaa0b441887&fccid=c775c4ee0b9a1119&vjs=3,Posted30+ days ago,"$2,200 - $4,000 a month","Minimum Diploma in Civil Engineering.
No experience but willing to learn is welcome.
Manage workers and site progress.",,,1,1,1,1,0
378,Product Management - Chat,Shopee,sg.indeed.com/rc/clk?jk=4cf8ef4b302003fe&fccid=0b476c4a7add47fe&vjs=3,Posted30+ days ago,,"Design and develop a solution to ensure the fulfillment of the business needs, balancing execution speed and solution sustainability.",,,1,1,1,1,1
379,Office Administrator,JADIA LOGISTICS PTE. LTD.,sg.indeed.com/company/JADIA-LOGISTICS-PTE.-LTD./jobs/Office-Administrator-4afb7a4309555966?fccid=786795fd29025c04&vjs=3,PostedToday,"$2,200 - $2,800 a month","2 year of working experience in the related field.
Responsible for accurate and timely one a month payroll processing for about 40 employees.",,,1,1,1,1,1
380,Technical Support Engineer,Adventus Singapore Pte Ltd,sg.indeed.com/company/Adventus-Singapore-Pte-Ltd/jobs/Technical-Support-Engineer-dd224cc6dc210646?fccid=62ff4292362b7dae&vjs=3,EmployerActive 5 days ago,"$2,500 - $3,600 a month","Provide on-site and/or remote technical assistance to end-users, diagnosis and troubleshooting of technical problems.
Job Types: Full-time, Permanent.",,,1,0,1,1,0
381,️Urgently Hiring Production Operator || Attractive Incentive...,EMS,sg.indeed.com/company/Elite-Management-Services/jobs/Production-Operator-Attractive-Incentive-Provided-1b67b781892a3190?fccid=56bcf0e6341b5799&vjs=3,EmployerActive 1 day ago,"$4,000 a month","Assembly Medical Devices in the production line.
Good eyesight and a pair of steady hand.
\*12 hours shift : 7pm-7am.
\*8 hours shift : 3pm-11pm or 11pm-7am.",,,1,0,1,1,1
382,Virtual Office Expert (100% Home Office),Schweiger & Partners,sg.indeed.com/rc/clk?jk=3916084bb9d3d485&fccid=de7d24c8420b6c09&vjs=3,Posted30+ days ago,,"You will be part of our virtual office experts team and you support your colleagues with various tasks in a multitude of areas, such as Marketing, HR,…",,,0,0,1,0,0
383,Teacher,FUREN INTERNATIONAL SCHOOL,sg.indeed.com/company/Furen-International-School/jobs/Teacher-f3f2ba34c51d3133?fccid=51d376d0df5eb1c2&vjs=3,Posted3 days ago,"$1,500 - $4,000 a month","Min Bachelor degree and min 1 year teaching experience.
I. Prepare students for examinations at all levels in subjects assigned by the School.",,,0,0,0,0,0
384,Cashier,Venus Beauty,sg.indeed.com/rc/clk?jk=9f9346816fc23bd8&fccid=097c826424bb8137&vjs=3,Posted30+ days ago,,"if YOU are a dynamic and self-motivated achiever, please send your detailed resume in MS Word format, stating your current and expected salaries, and date of…",,,1,1,1,1,1
385,Teller,New Hampshire Federal Credit Union (NHFCU),sg.indeed.com/rc/clk?jk=45f0248cb22bd805&fccid=c2bb7789f06d9076&vjs=3,Posted2 days ago,,"We are seeking a full time Teller/Member Service Representative to work with our members, assisting them in conducting day-to-day transactions and helping to…",,,0,0,0,0,0
386,Data Entry Clerk,ISO-Team Corporation Pte Ltd,sg.indeed.com/company/ISO-Team/jobs/Data-Entry-Clerk-dbc04f05736b5844?fccid=49946a9ff98434e0&vjs=3,Posted2 days ago,$8 - $10 an hour,"Part-time hours: 40 per week.
To provide assistance in keying in data such as journal entries into accounting system (i.e., Globe3).",,,0,0,0,0,0
387,Quality Assistant,3M,sg.indeed.com/rc/clk?jk=8d6d15408704cc32&fccid=595d42593839d3a2&vjs=3,Posted30+ days ago,,"Conduct various Quality verification ,inspection & testing in support of production.
( Incoming, In-process, Final Product control and Qualification run).",,,1,1,1,1,1
388,Corporate Actions Analyst,UBS,sg.indeed.com/rc/clk?jk=6d4ef89a09e70805&fccid=1c76c3a36f6c7557&vjs=3,Posted1 day ago,,"Work closely with the APAC Wealth Management Corporate Actions team to provide day to day support, assist in meeting their objectives and strategies, and…",,,0,0,1,1,0
389,Ads Quality Specialist - English Speaking,TikTok,sg.indeed.com/company/TikTok/jobs/Ads-Quality-Specialist-b71c300317cea8ba?fccid=caed318a9335aac0&vjs=3,EmployerActive 2 days ago,"$3,000 - $5,000 a month","English as working language in native level.
We will be prioritizing applicants who have a current right to work in Singapore, and do not require company…",,,1,0,0,1,0
390,Nama Jabatan,SOFITEL,sg.indeed.com/rc/clk?jk=1fede9ebadf88521&fccid=e52a8045d312f049&vjs=3,PostedToday,,"Dalam 1-2 kalimat, berikan ""pernyataan yang menggugah"" (gambaran umum yang menarik mengenai gambaran pekerjaan secara keseluruhan).",,,0,0,0,0,0
391,Data Entry Administration Assistant Needed,Singapore,sg.indeed.com/rc/clk?jk=353a239902d1cd3f&fccid=3ddb8f68c8f9f588&vjs=3,Posted15 days ago,$25 an hour,"We will provide you full support, training and resources you need to get the job done.
Collaborate frequently with affected departments (Marketing).",,,1,0,1,1,1
392,Administration Officer (Claims),India International Insurance Pte Ltd,sg.indeed.com/company/India-International-Insurance/jobs/Administration-Officer-cde5f2059a554394?fccid=21d72ea26273976a&vjs=3,EmployerActive 1 day ago,"$2,000 - $3,200 a month","Minimum 1 year working experience in office administrative / finance work.
Administrative experience: 1 year (Preferred).
GCE O or A level.",,,1,0,1,1,1
393,SG Warehouse Operations - HR (People Services),Shopee,sg.indeed.com/rc/clk?jk=a673b360416d9be4&fccid=0b476c4a7add47fe&vjs=3,Posted5 days ago,,"Support New Hire Onboarding and off-boarding processes.
Support and assist to source for employee welfare and benefits.",,,0,0,1,1,0
394,Entry Level Elect/Mechanical Technician,Halliburton,sg.indeed.com/rc/clk?jk=c0e1eb95ccee5ad8&fccid=0e4554ac6dcff427&vjs=3,Posted30+ days ago,,"Skills typically acquired through 6 months to 1 year working in a technician training capacity.
Performs routine testing/analyzing using defined and well…",,,0,0,0,0,0
395,Skipper,ALPHA MARINE,sg.indeed.com/company/Alpha-Marine/jobs/Skipper-0ef9ccb06f60bf00?fccid=cecd507d1b394878&vjs=3,EmployerActive 27 days ago,"$2,200 - $3,500 a month","We are looking for Yacht Captain that have leadership qualities, ability to work, respect and communicate with rotating crew on board.",,,0,0,0,0,0
396,Service&Repair Technician III,Honeywell,sg.indeed.com/rc/clk?jk=e5cf7a5c4451ed79&fccid=50208b5bf45ee3b8&vjs=3,Posted30+ days ago,,"General knowledge of usage of hand tools and precision measuring instruments is a requirement.
Expected to perform receiving inspection, disassembly, cleaning,…",,,0,0,0,0,0
397,Admin Clerk,MEA PTE. LTD.,sg.indeed.com/rc/clk?jk=821c6ea821ba6546&fccid=53ed8523b9912658&vjs=3,Posted4 days ago,"$1,500 - $2,500 a month","Answering phone calls and handle enquiries and calling customers to provide information.
Compiling, maintaining and updating company records and maintain…",,,0,0,0,0,0
398,Shipping Documentation Assistant,Sin Chiao Shipping Agency Pte Ltd,sg.indeed.com/company/Sin-Chiao-Shipping-Agency-Pte-Ltd/jobs/Shipping-Documentation-Assistant-65eeb20db0a95c3c?fccid=2208402267f11820&vjs=3,EmployerActive 2 days ago,"$2,400 - $2,800 a month","Input data through online system.
Prepare Invoices, Debit Notes, Credit Notes, Statement of Accounts.
Experience in shipping documents (e.g. Bills of Lading,…",,,1,1,1,1,1
399,Psychologist,Ministry of Defence Singapore,sg.indeed.com/rc/clk?jk=de5553f4aa6ea9fa&fccid=99383bc2cc2d5975&vjs=3,Posted30+ days ago,,"These include the selection and assessment of personnel, planning and management of research projects, as well as provision of professional services to…",,,0,0,0,0,0
400,Caregiver,Homage,sg.indeed.com/company/Homage-Co-Pte-Ltd/jobs/Caregiver-3bcf44ce1f02a103?fccid=288029edb6c524ff&vjs=3,EmployerActive 3 days ago,$19 an hour,"Depending on your schedule and commitment, we would love to have you on the team as a freelance, short-term contract or full-time caregiver.",,,0,0,0,0,0
401,Process Technician,Corestaff Pte Ltd,sg.indeed.com/rc/clk?jk=aab634eff20f2a2d&fccid=9d2768a60c4e2811&vjs=3,Posted30+ days ago,"$3,000 - $4,000 a month","Temporary / Contract/ Project Based placement.
Process Technician (Entry Level / West).
Attractive Company Benefits (AWS + VBs + Allowance).",,,0,0,1,0,0
402,Admin Assistant (Sales Admin) #51016,Anradus Pte Ltd,sg.indeed.com/company/Anradus-Pte-Ltd/jobs/Admin-Assistant-e8b8b2f19cd40658?fccid=3de18cfd2560ba9a&vjs=3,Posted1 day ago,"$1,800 - $2,500 a month","At least 1-year of experience working as an admin.
Position Title: *Admin Assistant (Sales Support Admin/ Sales Coordinator)*.
Handle phone calls from clients.",,,1,0,1,1,0
403,Human Resource executive,ATO Partners Pte Ltd,sg.indeed.com/company/ATO-Partners-Pte-Ltd/jobs/Human-Resource-Executive-0811705daa26a9d3?fccid=a0ee3db8026a9679&vjs=3,Posted3 days ago,"$1,710 - $4,781 a month","Source and pre-qualify candidates that match business requirements.
Human resources: 1 year (Preferred).
Part-time hours: 20 per week.",,,1,1,1,1,1
404,Hotel / Service Apartment Management Trainee,SEE MY SOLUTIONS,sg.indeed.com/rc/clk?jk=e2eb0bd74612212c&fccid=350f9f79c0560d02&vjs=3,Posted10 days ago,"$2,500 - $5,000 a month","We are an outsource company. Looking for Talented, Positive and can do attitude Management Trainee for hospitality and F&B projects. You will need to hands…",,,0,0,0,0,0
405,Social Distancing Ambassador (6 months contract),Singapore PSA,sg.indeed.com/rc/clk?jk=516e2848a4c60528&fccid=d2ea2a95bfa7c90f&vjs=3,Posted30+ days ago,,"Ensure all contractors and employees adhere to safe distancing measures.
Monitor and manage the entry and exit of personnel through high traffic areas, such as…",,,0,0,0,1,0
406,Shop Sales Assistant,DOLISH NAIL SPA,sg.indeed.com/rc/clk?jk=325f4c35f76f8954&fccid=a6a5eaba11c7ea8e&vjs=3,Posted4 days ago,"$2,900 - $3,400 a month","To ensure product are well stocked and follow merchandise display standards.
Actively promote and assist customer in selecting product.",,,1,1,1,1,1
407,Chairman Personal Assistant,STRAITDEER PTE. LTD.,sg.indeed.com/rc/clk?jk=3e4c5d33b8f34643&fccid=2569bd88a078dbe1&vjs=3,Posted12 days ago,"$7,000 - $13,000 a month","Proven ability to work well with all levels of management, handle confidential and sensitive information, work independently and under pressure and handle…",,,1,0,1,1,0
408,"IKEA Jurong - IKEA Food Assistant, Restaurant",IKEA,sg.indeed.com/rc/clk?jk=ca3623cf2c0f55e6&fccid=af17ea0d1d6bbbba&vjs=3,Posted30+ days ago,,"Take care of the well-being of the customers in our Restaurant: Assist Customers with questions in a friendly way.
Be sales driven and passionate about food;",,,0,1,1,1,0
409,Freelance (Marine Sample Collectors),Medscan Pte. Ltd,sg.indeed.com/rc/clk?jk=db3394b82cf9e70d&fccid=2c7bc75ecf96bb6f&vjs=3,Posted30+ days ago,$200 a day,"Entry Level / Junior Executive, Experienced / Senior Executive.
We are looking for freelancers who reside near Singaporean port areas and can travel to the…",,,0,0,0,0,0
410,Office Admin Data Entry Operator Wanted,Singapore,sg.indeed.com/rc/clk?jk=d6a02da805a47e94&fccid=3ddb8f68c8f9f588&vjs=3,Posted15 days ago,$30 an hour,"Office administration to include detailed data entry.
Communicating with external companies by email and telephone.
Updating and maintaining customer accounts.",,,0,0,1,1,0
411,Regional Operations - User Success (Writer),Shopee,sg.indeed.com/rc/clk?jk=ff76708285288aea&fccid=0b476c4a7add47fe&vjs=3,Posted30+ days ago,,"Review User Interface language for phrasing and errors, optimising users' experience.
Excellent command of the English language with good writing skills and…",,,0,0,1,1,0
412,Personal Driver,Avante Garde Movers,sg.indeed.com/company/Avante-Garde-Movers/jobs/Personal-Driver-3c354f44141dad27?fccid=bd0fc83fb57f552a&vjs=3,EmployerActive 2 days ago,"$3,000 - $3,400 a month","Personal driver or chauffeur experience preferred.
Class 3 license with clean driving records.
Willing to work overtime as and when required.",,,0,0,0,0,0
413,Junior Executive Assistant,TPS Secretarial & Executive Search,sg.indeed.com/company/TPS-Secretarial-&-Executive-Search/jobs/Junior-Executive-Assistant-6cdae3091afd3351?fccid=fe634ef8b6059418&vjs=3,EmployerActive 2 days ago,"$4,000 - $5,000 a month","Diploma / Bachelor Degree in related field.
Minimum 1 year of Calendar Management experience preferred.
This new role will be supporting CEO & Co-Founders.",,,1,1,1,1,1
414,Operations Intern (Pandamerchant),foodpanda Singapore,sg.indeed.com/rc/clk?jk=867f57ef77ac46a8&fccid=8bf6fce5822c5030&vjs=3,Posted1 day ago,,"This role will be based in Singapore and will be reporting to the Operations Manager.
Handle day to day content-related tasks for suppliers and restaurant…",,,0,0,1,1,0
415,Food Technologist,EBENEZER COFFEE MANUFACTURER PTE LTD,sg.indeed.com/rc/clk?jk=d44b45a9e67447c1&fccid=05a0a1392abfa003&vjs=3,Posted12 days ago,"$3,000 - $3,500 a month","Improve recipe for current products.
Prepare formulation sheet for production.
Update company food safety documents.",,,0,0,0,0,0
416,Patient Service Assistant,NTUC Health,sg.indeed.com/rc/clk?jk=aacdfde5cdce3380&fccid=4d535534d2ea8a3e&vjs=3,Posted3 days ago,,"DESIGNATION : Patient Service Assistant (Full-time).
The Patient Service Assistant will provide administrative support to clinic and ensure a smooth flow in the…",,,1,1,1,1,0
417,Office Administrative Wanted,Singapore,sg.indeed.com/rc/clk?jk=b22855bee96dae9f&fccid=3ddb8f68c8f9f588&vjs=3,Posted7 days ago,,"Currently seeking part-time candidate for office admin & data entry work Immediate start.
Perform administrative duties including data entry document management…",,,1,1,1,1,1
418,Customer Service Officer,FairPrice,sg.indeed.com/rc/clk?jk=6b8f16b067a11ef7&fccid=38a20307b3a61541&vjs=3,Posted4 days ago,,"As a Customer Service Officer, you will be ambassador of FairPrice Group to deliver good service to customers who need assistance with their purchases.",,,1,0,1,1,0
419,Admin Assistant,ARTHESDAM JEWELLERY PTE LTD,sg.indeed.com/rc/clk?jk=7289458d24ef42ec&fccid=42ad8a019931dabb&vjs=3,Posted4 days ago,"$1,400 - $1,800 a month","Assist to file required administrative documents.
Input and update customer details.
Assist Admin Managers in reports and other activities, as required.",,,1,1,1,1,1
420,Customer Support Specialist,Amazon Asia-Pacific Holdings,sg.indeed.com/rc/clk?jk=c27ecb8e4e3f2f25&fccid=fe2d21eef233e94a&vjs=3,Posted30+ days ago,,The successful AHS Specialist will be able to redirect difficult conversations as you engage with pre-suspension level Sellers who are in poor standing.,,,0,0,0,1,0
421,Travel Consultant,GROUP ONE HOLDINGS PTE. LTD.,sg.indeed.com/rc/clk?jk=65316734b788539d&fccid=52cf3cbf20d44e51&vjs=3,Posted9 days ago,"$3,000 - $4,000 a month","We are now seeking an Executive, Travel to assist with our evolving manpower needs.
Assist with passports, visas, invitation letters, and medical papers.",,,1,0,1,1,1
422,ADMINISTRATION CLERK,WE-TRUST RECRUITMENT PTE. LTD.,,Posted15 days ago,"$2,600 - $3,300 a month","Communicating with clients on phone, through email, or in-person and managing their requests.
Deal with all documents needed in the office (e.g data entry,…",,,0,0,0,0,0
423,Warehouse Packer,81 BRANDS PTE. LTD.,,Posted1 day ago,$8 - $10 an hour,"Label, pack and seal items in an air-conditioned warehouse environment.
Able to carry up to 20kg load.
Labelling and sorting sports products.",,,1,1,0,1,1
424,Admin,GASOIL PTE. LTD.,,Posted8 days ago,"$1,800 - $2,500 a month","S$ 1800 - 2500 per month.
Other leaves as per MOM regulations.
Insurance covered for: Group H&S, Group Term Life, Group PA and Workmen Compensation Insurance.",,,0,0,0,1,0
425,Personal Driver (Luxury Cars),TPS Secretarial & Executive Search,,EmployerActive 2 days ago,"$2,800 - $3,200 a month","Provide chauffeuring service to Bosses safely and promptly when instructed.
Stay tuned to daily traffic and weather conditions to adjust and determine the most…",,,0,0,0,0,0
426,Audit Associate (2022 Intake),Mazars,,Posted30+ days ago,,"Minimum 1 year of relevant experience, preferably from an international accounting firm.
Type of contract: Full Time.
Commendable analytic and technical skills.",,,1,0,1,1,0
427,admin,HUA TIAN ENGINEERING PTE. LTD.,,Posted9 days ago,"$2,200 - $3,300 a month","Provide support in full spectrum in Data Entry.
Daily updating of entry records.
Process MOM work passes applications, renewals, and cancellation matters for…",,,0,1,1,1,1
428,Student Service Executive,AVENTIS SCHOOL OF MANAGEMENT PTE. LTD.,,EmployerActive 2 days ago,"$2,400 - $3,000 a month","This role assists in the academic and student support aspects of the institution.
This includes Academic Administration, Students Support, University…",,,1,0,1,1,1
429,Data Processing Specialist,Iron Mountain,,Posted11 days ago,,Minimum of 2-year experience in document processing in a regulated industry (applicants without experience will be considered for entry-level position).,,,0,1,1,1,0
430,Part Time Dental Assistant,THE DENTIST@ORCHARD PTE. LTD.,,Posted7 days ago,"$1,000 - $2,000 a month","No Experience Required, on job training provided.
Flexible Working Hours to discuss.
Assist the Dentist during procedures.
Booking of Appointments for patients.",,,1,0,1,1,1
431,GUEST SERVICES EXECUTIVE,Hotel Grand Pacific,,Posted30+ days ago,,"Minimum with a Diploma with 1 year of Front Office experience in the hospitality industry.
Assist with guests' check-in and check-out & verify guests'…",,,0,0,0,0,0
432,Casual Staff (Conferences & Events),National University of Singapore,,Posted28 days ago,,"As an Events Admission Host (Part-time), the part timer/ Casual Worker will be required to assist in the daily running of NUS Career Fest 2022 (on 15 & 17 Feb…",,,0,0,0,0,0
